r,HOCOM_BC11A_HUMAN.H11MO.0.A,HOCOM_COE1_HUMAN.H11MO.0.A,HOCOM_ERG_HUMAN.H11MO.0.A,HOCOM_ETV5_HUMAN.H11MO.0.C,HOCOM_FLI1_HUMAN.H11MO.0.A,HOCOM_GATA1_HUMAN.H11MO.0.A,HOCOM_GATA2_HUMAN.H11MO.0.A,HOCOM_GATA3_HUMAN.H11MO.0.A,HOCOM_IRF1_HUMAN.H11MO.0.A,HOCOM_IRF3_HUMAN.H11MO.0.B,HOCOM_IRF4_HUMAN.H11MO.0.A,HOCOM_IRF8_HUMAN.H11MO.0.B,HOCOM_KLF15_HUMAN.H11MO.0.A,HOCOM_MAZ_HUMAN.H11MO.0.A,HOCOM_PRDM6_HUMAN.H11MO.0.C,HOCOM_SPI1_HUMAN.H11MO.0.A,HOCOM_STAT1_HUMAN.H11MO.1.A,HOCOM_TAL1_HUMAN.H11MO.0.A,HOCOM_ZBT17_HUMAN.H11MO.0.A,HOCOM_ZN341_HUMAN.H11MO.0.C,HOCOM_ZN467_HUMAN.H11MO.0.C,HOCOM_ZN770_HUMAN.H11MO.0.C,JASPA_MA0050.2_IRF1,JASPA_MA0528.1_ZNF263,Tissue
chr6:31143790-31144023,,,,,,,,,,,,,,,,4.39040559077478,,4.262012673666569,,,,,,,CD8Tcell
chr6:31183092-31183503,,,,4.053056729302175,,,,,,,,,,,,,,,,,,,,,Mono
chr6:31183973-31184412,,,,,,,,,,,,,,,4.876148359032914,,4.258848401148215,,,,,,,,Mono
chr6:31202056-31202380,,,,,,,,,,,,,,,,,,,,,,,,,MPP
chr6:31227778-31228155,,,4.38933983691012,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:31275783-31276047,,,,,,,,,4.168130225719498,,,,,,,,,,,,,,,,CD8Tcell
chr6:31421050-31421465,,,4.588380294036769,,,,,,,,,,,,,,,,,4.5058454059815585,,,,,Mono
chr6:31436107-31436411,,,,,4.381951903287908,,,,,,,,,,,,,,,,,,,4.373659632624958,MEP
chr6:31536327-31536750,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:31539868-31540660,,,,,,,,,,,,,,,4.590066876668706,,,,,,,,,,CD4Tcell
chr6:31550081-31550480,,,5.058985756294431,,,,,,,4.070581074285707,,4.238072161579471,,,,,,,,,,,4.519993057042848,,CD4Tcell
chr6:31560631-31561040,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr6:31605705-31605971,,,4.0145735259169975,,,,4.099086932262331,,,,,,,,,,,4.429457060118104,,,,,,,Ery
chr6:3162278-3162573,,,,,,,,,,,,4.140861702705468,,,,,,,,,,,,,Ery
chr6:31669708-31670085,4.050609993355088,,4.460923901207224,,,,,,4.1797985405143585,,4.790484985457369,,,,,4.224025668870631,,,,,,,4.498940737782249,,Ery
chr6:31678889-31679363,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:31736596-31736801,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:31757172-31757536,4.045757490560675,,,,,4.161780778092374,,4.896196279044043,,,4.11975822410452,,,,,,4.87942606879415,4.130181792020672,,,,,4.525783735923745,,Bcell
chr6:3196927-3197425,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr6:31980692-31981006,,,,,,,,,,,,,,,4.140261433802853,,,,,,,,,,Ery
chr6:32013511-32013862,,,,,,,,,,4.0996328713435295,,,,,4.140261433802853,,4.607303046740334,,,,,,,,Ery
chr6:3203291-3203953,,,,,,,,,,,4.184422251675732,,,,,,,,,,,,,,MEP
chr6:32075259-32075597,,,4.006123085058789,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:32099319-32099639,,,,,,4.422508200162776,4.424812155072338,4.025949097207123,,,,4.120330794367947,,,,,,4.278189384787454,,,,,,,Ery
chr6:32135688-32136003,,,,,,7.51427857351842,7.943095148663526,,,,,,,,,,,,,,,,,,MEP
chr6:32153462-32153714,,,,,,,,,,,,,,,,,4.795880017344076,,,,,,,,Ery
chr6:322967-323211,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:32361338-32361878,,4.345823458122039,,,,,,,,,,,,,,,,4.0301183562535,,,,4.15676722190199,,,HSC
chr6:32440704-32441114,,4.101823516502323,,,,,,,,,,,,,,4.396855627379819,,,,,,,,,Mono
chr6:32459508-32459801,,,,,4.7121982700697735,,,,,5.017276612331456,,,,,,,,,,,4.460923901207224,,4.069050968832477,,Bcell
chr6:32498870-32499147,,,,,,,,,,,,4.201349354554731,,,4.510041520575165,,,,5.082494490447453,,,4.920818753952375,,,Bcell
chr6:32514917-32515359,,,,,,,,,,,,4.5228787452803365,,,,,4.531652669587841,,,,,,5.091514981121351,,LMPP
chr6:32528121-32528555,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:32533462-32533662,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:32559068-32559268,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:32609616-32609959,,,,,,,,,,,,,,,,,,,,4.537602002101044,,,,,Bcell
chr6:32610544-32610781,,,,,,,,,,,,,,,,,4.4089353929735005,,,,,,,,Bcell
chr6:32623028-32623335,,,4.0741724253752585,4.2580609222708015,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:32657396-32657655,,,,,,,,,,,,,,,,,,,,,,,4.1180450286604,,Bcell
chr6:32762271-32762676,4.863279432843592,,,,,,,,,,5.301029995663981,4.9546770212133415,,,,,,,,,,,,4.22767829327708,Mono
chr6:32783732-32784126,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:32784715-32785030,,,,,,,,,,,4.681936665037238,4.431798275933005,,4.272458742971444,,,,,,,,,,,Bcell
chr6:328050-328634,,,,,4.3027706572402815,,,,,,,4.102372908709558,,,,,,,,,,,,,Bcell
chr6:32825349-32825638,,,,,,5.681936665037237,5.82102305270683,4.427128397799519,,,4.207608310501746,,,,,,,5.301899454376611,,,,,,,MEP
chr6:3288571-3289053,,,,,,,,4.437707135543525,,,,,,,,,,,,,,,,,MEP
chr6:3292255-3292536,,,,,,,,4.0726296369609765,,,,,,4.099086932262331,,,,,,,,,,,Ery
chr6:32995577-32996029,,,4.585026652029182,,4.586700235918748,,,,,,,,,,,,,,,,,,,,Bcell
chr6:33025156-33025656,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:33311474-33312021,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr6:33312154-33312448,5.0762380391713,,5.774690718274138,4.721246399047171,4.4001169279263115,,,4.254925208417943,,,4.3625102704874905,4.6595558851598815,,,,5.4762535331884346,,,,,,8.804100347590767,,,CD8Tcell
chr6:33341759-33342088,,,,,,,,4.259637310505756,,,,,,,,,,,,,,,,,CD8Tcell
chr6:3334686-3335134,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:33397480-33397775,,,,4.293282217663241,,,,,,,,,,,4.134896025358872,,,,,,,,,,CD8Tcell
chr6:33412715-33413568,,,,,,4.245651664288982,,,,,4.043351420794797,,,,,,,,,,,,,,Mono
chr6:33473339-33474172,,,,,,,,,,,,,,,,4.080398976215889,,,,,,,,,CMP
chr6:3348029-3348448,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:3349057-3349533,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr6:3349694-3349972,,,,,,,,,,4.372634143407267,,,,,,,,,,,,,,,CLP
chr6:33500769-33501686,,,,,,6.3080348972326385,5.6439741428068775,4.250263684430939,,,,,,,,,,6.248720896016657,,,,,,,CD8Tcell
chr6:33577521-33577808,,,,,,4.473660722610156,,4.391473966422806,,,4.518557371497695,,,,,,,4.459670525209126,,,,,,,CLP
chr6:33584598-33585137,,,4.886056647693163,,,,,,,,,,,,,,,,,,,,,,NKcell
chr6:33636626-33637136,,,,4.0741724253752585,,,,,,,,,,,,4.154281982033342,,,,,,,,,CD4Tcell
chr6:3363972-3364396,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:33646693-33647161,4.510041520575165,,,,,,,,,,,4.568636235841012,,,,,,,,,,4.171984935776023,,,CLP
chr6:33663093-33663453,,,4.742321425130816,,,,,,,,4.600326278518962,,,,,,,,,,4.355561410532162,,,,CLP
chr6:33682163-33682695,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr6:3370520-3371607,,,4.23284413391782,4.2848326421515415,,,4.025949097207123,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:33863035-33863521,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr6:3388903-3389395,,4.029188389127482,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:3390869-3391244,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:33928674-33929320,,,,,,,,,,,4.009661145212399,,,,,,,,,,,,,,MEP
chr6:3393022-3393782,,,,,,5.282329496997739,5.8124792791635365,,,,,,,,,,,5.2848326421515415,,,,,4.9746941347352305,,Ery
chr6:3418757-3419199,,4.2732727909734285,,,4.310691140876379,,,,,,,,,,,,,,,,,,,,Ery
chr6:34240953-34241786,,4.013228265733755,,,,5.889410289700751,6.735182176990462,4.5058454059815585,,,,,,,,,4.184422251675732,6.7281583934635005,,,,,4.2898826348881824,,MPP
chr6:34263405-34263975,,,,,,,,,,,4.576754126063191,,,,,,,,,,,9.289882634888183,,,CLP
chr6:34273945-34274318,4.254925208417943,4.413412695328245,4.782516055786093,4.213248577854439,,,,,,,,4.028724151261895,,,,,,,,,,,,,MEP
chr6:3427590-3428616,,,,,,,4.0741724253752585,,,,,,,,,,,,,,,,,,Ery
chr6:34337924-34338489,,,,,,,,,,,,,4.7495799976911055,,,,,,,,,,,,Mono
chr6:3442616-3443279,,,,,,4.025028005701931,,,,,,,,,,,,,,,,,,,MEP
chr6:34428685-34428906,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:34452551-34453215,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr6:3446382-3446852,,,,,,,,,,,4.117475462045118,,,,,,,,,,,,,,Ery
chr6:3449540-3449877,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:34530677-34530938,,,,,4.157390760389438,4.636388020107856,,4.250263684430939,,,,,,,,,,4.153044674980176,,,,,,,Ery
chr6:34568411-34568942,,,,,,,,,,,,,,,,,,4.3716110699496875,,,,4.5528419686577815,,,MEP
chr6:34583330-34583805,,,,,,,,,,,,,,,,,,4.153044674980176,,,,,,,MEP
chr6:34606847-34607432,4.201349354554731,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:34629239-34629458,,,,,,4.139661993429006,,,,,,,,,,,,,,,,,,,Ery
chr6:347237-347636,,,,,,,,,,,,,,,,4.438898616350944,,,4.455931955649723,,,,,,Bcell
chr6:34827773-34828051,,,,,,5.8446639625349395,5.490797477668897,,,,,,,,,,,5.581698708680254,,,,,,,MEP
chr6:34832705-34833525,,,,,,,,,,,,,,,,,,,,,,4.787812395596042,,,MPP
chr6:34875142-34875766,,,,,4.1944991418416,,,5.060980223551334,,,,4.060980223551334,,,,,,,,,,,,,MEP
chr6:35005410-35005758,,5.271646217978772,4.4156687756324695,,,,,,4.028260409112222,4.069050968832477,,,,,,,,,,,,4.452225294612178,,,CLP
chr6:35159473-35160068,,,,,,,,,,,4.011887159731648,,,,,,,,,,,,,,NKcell
chr6:35231396-35231781,,,,,,,,,,,,,,,4.510041520575165,,,,,,,,,5.614393726401689,NKcell
chr6:35299946-35300447,,,,,4.29929628285498,,,,,,,,,,,,,,5.3872161432802645,,,,,,CD4Tcell
chr6:35337767-35338714,,4.459670525209126,,,,,,,4.309803919971486,,,,,,,,,,,,,,4.0074464821678655,,Mono
chr6:35344688-35345234,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr6:3546418-3546748,,,4.089909454405932,,,,,,,,,,4.311580177997289,,,,,,4.130768280269024,,,,,,MEP
chr6:35527854-35528282,,,,,,,,,,,,,,,4.177178354696896,,,,,4.2020403562628035,,,,,CLP
chr6:35562673-35562906,,,,,,,,,,,,,,,4.226213555018807,,,,,4.339134521996131,,,,,CD4Tcell
chr6:35573996-35574310,,,,,,,,,,,,,,,,,,,,,,8.785156151952302,,4.003926345514723,CD4Tcell
chr6:35578999-35579439,,,,4.029188389127482,,,,,,,,,,,,4.139661993429006,,,,,,,,,CD8Tcell
chr6:3561742-3561942,,,,,,,,,,,,,,,,,,,4.101274818410507,,,,,,CLP
chr6:35619101-35619457,,,,,,4.586700235918748,,4.0390538042661674,,,,,,,,,,4.367542707815276,,,,,,,MEP
chr6:3562005-3562398,,4.335358024443875,,,,,,,,,,,4.004803708402822,,,,,4.100179497572904,,,,,,,CLP
chr6:35640809-35641023,5.1325325121409495,,,,,,,,,,4.3851027839668655,4.403402904373539,,,4.115204636051019,4.8827287043442364,,,,,,,,,Mono
chr6:35678032-35678509,,,,,,,,,,,,,,,4.257274868695302,,,,,,,4.012333735073725,,,NKcell
chr6:356794-357202,,,5.779891911959945,5.025028005701932,4.33161408331,,,,,,,,,,,4.801342913045578,,,,,,,,,Bcell
chr6:35679611-35679827,,,,,,,,,,,,,,,,,,,,4.11975822410452,,4.276544327964814,,4.191789027075778,CLP
chr6:35713281-35713528,4.198596289982645,,4.115771230367397,,,,,,,,,,,,,,,,,5.008773924307505,,,,,Mono
chr6:3571372-3571886,,,,4.007888512213049,,6.1191864077192095,6.096367483915763,4.7544873321858505,,,,,,,,,,5.886056647693162,,,,,,,Ery
chr6:35727250-35727527,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr6:3579972-3580397,,,,,,,4.314258261397736,4.133712660915805,,,4.175223537524453,,,,,,,,,,,,,,MEP
chr6:35817981-35818372,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:35901200-35901547,,,,,,,,,,,,,,,,,,,,,,,,4.147520006363143,MEP
chr6:3592555-3593132,,,,,5.477555766493679,,,,,,,,,,,,,,,,,,,,Mono
chr6:35982868-35983145,,,,,,,,,,,,,,,,,,,4.494850021680094,,,6.978810700930063,,,Mono
chr6:36035221-36035857,,,,,4.920818753952375,,,,,,,,4.0136762229492335,,,,,4.081445469449727,,,,,,,MEP
chr6:3603531-3603997,,,4.563837352959244,,,,,,,,,,,,,,,,,,4.003926345514723,,,,CLP
chr6:36067604-36068431,,,,,,,,,,,,,,,,,,4.4762535331884346,,,4.1444808443321985,,,,CD8Tcell
chr6:36076717-36077422,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:36084776-36085046,,,,,,4.367542707815276,4.014124642691606,,,,,,,,,,,,,,,4.0390538042661674,,4.793174123968151,Ery
chr6:36095233-36095675,,,,,,,,,,,,,,,,4.089375595110798,,,,,,,,,Mono
chr6:36196953-36197378,,,,4.068542129310996,4.112945621949042,,,4.205511953340831,,,,,,,,,,4.396855627379819,,,,,,,Ery
chr6:36214311-36214569,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:36231269-36231771,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:36258379-36259444,,,,,,,,,,,,4.412289034981089,,,,,,,,,,,,,Mono
chr6:36267905-36268209,,,,,,,,,,4.032920265855503,,,,,,,,,,,,,,,Mono
chr6:36281999-36282396,,,,,,4.448550002027125,4.496209316942818,,,,,,,,,,,4.111259039317107,,,,,,,NKcell
chr6:36294278-36294756,,,,,,,,,,,,,,,4.140261433802853,,,,,,,,,,CLP
chr6:36315449-36315857,,,4.4329736338409385,,4.793174123968151,,,,,,,,,,,,,,,,,,,,Ery
chr6:36447416-36447698,,,,,,,,,,,,4.525783735923745,,,,,,,,,4.1284270644541206,,,4.081445469449727,CLP
chr6:36474005-36474230,,,,4.029188389127482,4.106238237942057,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:3650349-3650737,,,,,,,5.559090917934784,4.348721986001856,,,,,,,,,,5.197226274708024,,,,,,,Ery
chr6:36507805-36508491,,,,,4.042871802323187,,,4.081445469449727,,,,,,,,,,,,,,,,,CD4Tcell
chr6:3650998-3651674,,4.259637310505756,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:36518437-36518931,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr6:36525086-36525386,4.4685210829577455,,,4.0,4.083019952679618,,,,,4.040481623027002,4.4749551929631535,,,,,,,,,,,8.701146923590294,,,Mono
chr6:36527169-36527369,,,,,,,,,,,,,,,,,,,,,,4.304518323509804,,,CLP
chr6:36538098-36538381,,,,,,,,,,,6.1857524042680785,,,,,4.224025668870631,,,,,,,,,Bcell
chr6:36545075-36545484,,,,,,5.3535962737769305,5.324221658325915,4.081445469449727,,,,,,,,,,4.8827287043442364,,,,,,,Ery
chr6:36569574-36570017,,,,,4.295849483160201,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:36632684-36632884,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:36634798-36635416,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:36635959-36636175,,,,,,,,,,,,,,,4.156144577376839,,,,,,,,,,CLP
chr6:36650144-36651036,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:36720728-36721358,,,,,,,,,,,4.596879478824183,5.308918507877031,,,,,4.1331221856625024,,,,,,,,Bcell
chr6:36721819-36722180,,,,,,,,,,,,,,,,,,,4.038578905933552,,,,,,Mono
chr6:36723282-36724082,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:36725108-36725349,,,,,4.083019952679618,,,,,4.416801226031377,,,,,,,,,,,,,,,Bcell
chr6:36821063-36821529,,,,,,4.07727454200674,4.054039296422431,,,4.087777943467584,,,,,4.632644078973982,,,4.306273051076353,,,,,4.031050319018656,,Mono
chr6:36829967-36830192,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:36833622-36833953,,,,4.920818753952375,,,,,4.496209316942818,,,,,,,,,,,,,4.162411561764489,5.080398976215889,,CD4Tcell
chr6:36856805-36857106,,,,,,4.042392712939905,4.11975822410452,,,,,,,,,,,,4.015022873584507,4.154281982033342,,,,,Ery
chr6:36928382-36928668,,,,,,5.064492734175287,4.9546770212133415,,,,,,,,,,,5.8996294548824375,,,,,,,Ery
chr6:36936077-36936365,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:36943595-36944082,4.449771646944906,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:36946179-36946490,4.0,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:36966980-36967431,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr6:36972430-36972712,4.3196644865854354,,4.216096420727265,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:36974884-36975840,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:36996886-36997623,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:37067231-37067595,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:37077523-37078088,,,,,,4.025028005701931,,,,,,,,,,,,,,,,,,,Ery
chr6:37079807-37080126,,,,,,,4.06198090252379,,,,4.110698297493689,,,,5.818156412055227,,,,,,,,,,Ery
chr6:37102386-37102852,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr6:37123142-37123847,,4.0074464821678655,4.38933983691012,,4.226213555018807,4.094743951251549,4.515700160653214,,,,,,,,,4.310691140876379,,4.022733787572707,,,,,,,Bcell
chr6:37132333-37132720,,,,,,,,,,,,,4.066006836168758,,,,,,,,,,,,NKcell
chr6:37143598-37143968,4.428291168191311,,,,,,,4.062983892535186,,,,,4.18111458540599,,,,,,,,,,,,Bcell
chr6:37159495-37160568,4.460923901207224,,,,,,,4.1067932469401525,,,,,,,4.374687549038327,4.127261172527331,,,,,,,4.1180450286604,,MPP
chr6:37177229-37177710,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:3718460-3719205,,5.050609993355087,,,,,,,,,,,,,,,,,,,,,,,MEP
chr6:37244536-37245367,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr6:37250180-37250568,,,,,,4.473660722610156,4.675717544702306,,,,,,,,,,,4.052076380168272,,,,,4.2898826348881824,,Ery
chr6:37253856-37254127,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr6:37269630-37270531,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:37278806-37279045,,,,,,,,,,,,,,,4.280668713016273,,,,,,,,,,Ery
chr6:37324420-37324620,,4.297569463554475,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr6:37326828-37327239,,,,,4.679853713888946,,,,,,4.696803942579512,4.585026652029182,,,,4.4329736338409385,,,,,,,,,MPP
chr6:37329989-37330596,,,,,,,,,,,,,,,,,,,4.2839966563652006,,,,,,MEP
chr6:37343899-37344451,,,4.067526235322847,,,,,,,,,,,,,,,,4.104025267640935,,,,,,Bcell
chr6:37369397-37370002,,,,4.2225731776106885,,,,,,,,,,,,,,,,,,,,4.169411331314857,Ery
chr6:37413387-37413838,,,,,,,,,,,,,,,,,,,,4.229147988357856,,,,,Ery
chr6:37427725-37428438,,,,,,,,,,,,,,,,,4.0545314148681815,4.149353764816934,,,,,,,Ery
chr6:37443120-37443514,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:37451065-37451427,,,,,4.086186147616283,,,,,4.709965388637482,,,,,,,,,,,,,,,Ery
chr6:37454119-37454328,,,,,4.548213564475709,,,,,,,,,,4.125518182300533,,,,,,,,,,Ery
chr6:3746312-3746945,4.001304841688344,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:37464701-37465078,,,4.696803942579512,4.460923901207224,,,,,,,4.115204636051019,,,,,4.4461169733561245,,,,,,4.126098402135538,,,Ery
chr6:37470363-37471128,4.035740369803151,,,,,,,,,,,4.6108339156354665,,,,,,,,,,,4.187086643357143,,CD8Tcell
chr6:37475729-37476486,,,4.142667503568732,4.140261433802853,,,,,,,,4.358525889495899,,,,4.045757490560675,,,,,,,,,CD4Tcell
chr6:37483824-37484911,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:37496977-37497206,,,,,,,,,,,,,,,,4.045757490560675,,,,,,,,,Bcell
chr6:37521371-37521868,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr6:37529760-37530287,,,,,,,,,,,,,,,,,4.7544873321858505,,,,,,4.015022873584507,,Bcell
chr6:3756832-3757037,,,,,,,,,,4.213248577854439,,,,,,,,4.438898616350944,,,,,,,Bcell
chr6:37597834-37598784,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:37599133-37599480,,,4.399027104313252,4.089909454405932,,,,,,4.2564902352715706,4.212539525481585,,,4.211831628858833,,,,,4.033858267260968,,,,,,Bcell
chr6:37634932-37635743,4.155522824254319,,,,,,4.1444808443321985,,,,,,,,,,,,,,,,,,CMP
chr6:37647629-37648546,,,,,,,,,,,,,,,,4.214670164989233,,,,,,,,,Bcell
chr6:3766391-3766855,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr6:37679022-37680057,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:37798163-37798463,,,,,,,,,,,,,4.280668713016273,,,,,,,,,,,,CLP
chr6:378162-378530,,,,,,,,,4.214670164989233,,4.06198090252379,4.45717457304082,,,,,4.703334809738468,,4.060480747381382,,,,4.416801226031377,,Bcell
chr6:37817924-37818659,,,,,,,,,,,,4.228412519118745,,,4.049635145623877,,,,,,,,,,MEP
chr6:37865540-37866264,,,,,,,4.295849483160201,,,,,,,,,,,4.214670164989233,,,,,,,MEP
chr6:37871172-37871595,,,,,,6.375717904164333,,4.388276691992658,,,,,,4.823908740944318,,,,5.9746941347352305,,,4.596879478824183,,,,MEP
chr6:37930292-37930990,,,,,,,,,,,,,,,,,,,5.120904120499927,,,,,,CD8Tcell
chr6:37950076-37950690,,,,,,,,,,,6.400116927926312,5.866461091629782,,,,4.9546770212133415,,,,,,,,4.169411331314857,Bcell
chr6:3813008-3813972,,,,,,,,,,,,,,,,,,,,,,,,,HSC
chr6:38207453-38208059,,,4.067526235322847,,,,,,,,,,,,,4.202732459169283,,,,,,,,,MEP
chr6:3823092-3823683,,,4.056505484093897,,,5.508638306165726,,4.5543957967264035,,,,,,,,,,,,,,,,,MEP
chr6:38288614-38289010,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr6:38395475-38395995,4.308918507877031,,,,,,,,,,4.87942606879415,4.3872161432802645,,,,4.048662481204082,,,,,,,,,Bcell
chr6:38451273-38451850,,,,,,,,,,,,,4.100726812682397,,,,,,,,,,,,Mono
chr6:38644325-38644910,,,,,,,,,,,,4.060980223551334,,,,,,,,,,,,,Bcell
chr6:38646218-38646516,,,,,,,,,,,,4.161780778092374,,,,,,,,,,,,,Bcell
chr6:38764130-38764662,,,4.609064892896622,,,,4.87942606879415,,,,4.663540266151472,,,,,,,,,,,,,,MEP
chr6:389627-389985,4.045757490560675,,4.153662887870195,,,,,,,,4.049635145623877,,,,,,,,,,,,,4.645891560852599,CD4Tcell
chr6:39004748-39005370,,,,,,,,,,,,,,,4.314258261397736,,,,,,,,,,MEP
chr6:3915310-3915692,,,,,4.069560405233299,,,,,,4.647817481888637,,,,,4.051587034221399,,,,,4.130181792020672,,,4.156144577376839,CD4Tcell
chr6:39155026-39155724,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:39164454-39164805,,,,,,,,,,4.08196966321512,,,,,,4.935542010773082,,,,,,,,,Ery
chr6:39189558-39190514,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr6:39257230-39257727,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr6:3937689-3938070,,,,,,,,,,,,,,,,,,,,,,,,,CMP
chr6:39385250-39385826,,,,,,,,,,,,4.555955204081924,,,,,,,,,,,,,CLP
chr6:3943255-3944117,,4.359518563029578,,,,,,,,,,,,,,,,,,,,,,,HSC
chr6:39439334-39439534,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr6:39497938-39498566,,,,,,5.274905478918532,5.455931955649724,4.3979400086720375,,,,,,,,,,4.924453038607469,,,,,,,Bcell
chr6:39966740-39967362,,,,,,4.0,,,,,,,,,,,,,,4.019996628416254,4.982966660701218,,,4.318758762624412,MEP
chr6:399758-400437,,,,,,,,,,,,,5.025949097207123,,,,,,,,5.345823458122039,4.6020599913279625,4.318758762624412,,Bcell
chr6:40026629-40027029,,,,,,,,,,,,,4.127261172527331,,,,,,,,4.066006836168758,,,4.241088107602026,MPP
chr6:40116596-40117071,,,,4.099086932262331,,,,,,,6.6345120151091015,5.627087997029894,,,,,,,,,,,,,Bcell
chr6:4030945-4031298,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:40337684-40338022,5.211124884224583,,4.34008379993015,4.011441043121383,,,,,,,,4.114073660198569,,,,,4.204815410317576,,,,,,,,NKcell
chr6:40376441-40377302,,4.140861702705468,,,,,,,,,,,,,,,,,,,,,,,MEP
chr6:40423813-40424410,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr6:40429452-40429756,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr6:40445041-40445317,,,,,4.112945621949042,,,,,,,,,,,,4.621602099051862,,,4.581698708680253,,,4.1095789811990855,4.323306390375134,NKcell
chr6:40445394-40446036,,4.35261702988538,,,,4.03810452633215,,,5.411168274405791,,,,,,,4.171984935776023,,,,,,,,,NKcell
chr6:40473228-40473533,,,,,,,,,4.019996628416254,,,4.011441043121383,,,,,,,,,,,,4.448550002027125,Mono
chr6:404780-405372,,,,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr6:40488334-40488898,,,,,,,,,4.73754891026957,,,,,,,,,4.202732459169283,,,,,,,Ery
chr6:40499037-40499648,,,,,,,,4.437707135543525,,,,,,,,,,,,,,,,,MEP
chr6:40511359-40512146,,,,,,,,,,,,,,,,,,,,,,4.5301779840218375,5.747146969020108,,HSC
